text
"Ex-Trump Press Secretary Sarah Sanders Calls 'Losers' Claim 'Malicious Lies'
https://t.co/SK0lZKbH1r Where was she when her precious boss trashed John McCain?  Yes, he did say losers and suckers.  No defense for this abomination."
@TrumpWarRoom @realDonaldTrump Here’s #DementiaDon after a series of strokes. #TrumpStroke https://t.co/Mxb8MixCzs
@JuddPDeere45 @AZachParkinson @realDonaldTrump That should be a short speech. Tell him not to drink the water.
@durandmike1 @Trump_owo @JoeBiden Lmao you're such an NPC
"@rosagon01061415 @Mthibodeaux @nightowlvegana @RealCandaceO @iamcardib @realDonaldTrump Yet, another leftist who doesn't understand the meaning of words she's talking about.

Aren't you tired of embarrassing yourselves?

Nationalism doesn't mean racism, genius. 

Putting America 1st isn't racism. Or do you believe only whites can be American? Are ""you"" a racist? https://t.co/RxFH1RR8VJ"
"@GovMikeHuckabee @SarahHuckabee @realDonaldTrump Hey Huck- You can Stop now- We all heard what he said about John McCain- you lost the argument at ""I like people who aren't captured"" Oh and remember the Mueller report spoke specifically that your Daughter is a liar. #GoldStarDad https://t.co/cSO63oI23F"
@Samurai2119 @4KUTAGAWA_ are you fucking stupid? i just said i didn’t like biden either. how has trump helped anyone POC?? what has he fucking done?? all he’s done is destroy our lives and make it harder for POC to try and live here. i do?? what are you even saying???
"@ChinaemeremCha3 @MaziNnamdiKanu @okafo_uche @simon_ekpa @Amaka_Ekwo @white_mosco Trump meandering in the White House lawn.
He couldn't find the big noisy helicopter but found a puddle he could see himself in.
https://t.co/fwr0w81QEK"
Trump Can’t Defund New York https://t.co/gYp5vUiH1B https://t.co/eioM8W0UWY
@ElijahSchaffer @realDonaldTrump Burn baby burn
Coronavirus stimulus: Funding for extra unemployment benefits ordered by President Trump is running out https://t.co/R3bKZg5OOX by @denitsa_tsekova https://t.co/Q3XcEJXwxH
The media has tried to make Trump look like an idiot bc he’s such a threat to the countless government secrets—bc he is NOT a politician he’s getting a lot of inside info he didn’t know before: government secrets/docs a regular joe shouldn’t know. Donald Trump is for the people.
"To the rest of the world America looks like a GOP theocracy, w/a baby “dick”tator in the making as it’s “leader” ‼️ 🤦🏽‍♀️🤷🏽‍♀️ *deep sigh*  https://t.co/gwgT8V7lPU"
"@mjgutowski Now do Trump donors who he gave jobs to 🤔  I will start with DeJoy , his wife , Gordon Sondland , Devos etc               https://t.co/MGh0LkCqOB"
"New Poll CONFIRMS NBA Got Woke Went Broke, Trump Was Right, People Ditch... https://t.co/W053GvEpV3 via @YouTube"
@realDonaldTrump And then there’s THIS...Jesus https://t.co/00odsqUwB0
track on the leaking interview to hear have so true!
"new free leaked onlyfans only fans of:
sommer ray
Lele pons
Amanda cerny
Francesca
Charli d'ameilo
dixie d'amelio
lilhuddy
Logan paul
Harry styles
Shawn mendes
zoe laverne
bts
Kim Kardashian
The rock
Jake paul
Doja cat
Nicki minaj
James Charles
Trump
Biden
https://t.co/hg8n0wzXuO"
"@SarahHuckabee @realDonaldTrump Next up,  
Sean Spicer performs a dance interpretation."
"@SamanthaJGage @Dscia_3 @RGAnderson1990 @joelpollak @JoeBiden Samantha it is WORSE for TRUMP, however doesn't matter who it is sexual harassment is totally unacceptable. 
At least 25 women have made sexual misconduct allegations against Trump since the 1970s. Documented. Raped 13 year girl + Porn star Documented and Settled
VOTING BIDEN https://t.co/Z2uVrNpAvR"
"@CNNPolitics Recently I received an online notice that I have been put
on the Trump 2020 enemy list of  internet politicians.
They're monitoring me over at the White House. 

My followers and I will always stand up for what they hate, the truth!
Follow Stay Updated / Keep Watching Big Brother"
"@pedroborbon3 @COLRICHARDKEMP @realDonaldTrump Not surprised, it’s become a little irrelevant in the UK; shame as it was once something @BBCRadio4"
"@SwissPeterPan @Kinomalek @BarbaraBtperry @cjtruth @realDonaldTrump You contradict yourself. If the elected individuals are in charge, then the elected individuals are under no obligation to be “diplomatic” in regards to the opinions of the unelected bureaucrats."
"@RealCandaceO @iamcardib all i see is another hypocritical clown trynna get some clout to get onto daddy trump's approved list, but this time the clown also some selling books."
@_crazyvibez @hellsbells571 @iamcardib Trump for the win.   Prove he is racist.  I can tell who thinks for themselves!!
"@TheWriteSteph @Derrpi @TitoTitoq85 Would you prefer a book titled ""My Fascist Lover"" instead?😜 Melania Trump could write that, although I am not sure she loves on Donald anymore, if you get my drift. 😏"
Why is this article mentioning Bernie? Trying to confuse people? And nothing is as bad as Trump anyway. I'm missing your joke! https://t.co/42fzopWlAl
"@realDonaldTrump I think she'd fare better than ""I see no reason why Putin would lie"", don't you think?"
@spectatorindex Now we know where Trump learns to deflect responsibility
"#trump
Nice Try, Atlantic, but Trump Loves the Troops 
https://t.co/aRl9darnRR"
"""YES OR NO??!!"" Kayleigh McEnany GOES DOWN IN FLAMES Defending Trump's Corrupt Political Tactics https://t.co/HLTzxZmVdW via @YouTube"
"I wonder if Trump intervened. I wonder if they'll use Pemberton in Trump's (racist, anti LGBTQIA) campaign. https://t.co/JIbXhr9vKq"
"Summary follows of the importance of electing #BidenHarris2020 so that science like this can continue because #ClimateChangeIsReal 
https://t.co/4FONyrH36o"
"@hockeymandude2 @unmaskedmagic @BGOnTheScene So Trump is making White Boy antiFA block black people from driving down the road in Marxist Democrats run Portland after Ted refused help?
Do you write for the Onion???
😂🤣😂🤣"
@Youburnbro173 @deridderhunter @realDonaldTrump Thank You.......
"@SarahHuckabee @realDonaldTrump The administration is full of deranged liars. Although you no longer are a part of it, you were a disgrace to the office of press secretary. You jumped ship so stop defending the sinking ship lady. #NovemberIsComing #BidenHarris2020"
@realDonaldTrump Says the lunatic.
@BrianKarem @realDonaldTrump It's almost the same schedule since January 2017...
"House Republican Leader Kevin McCarthy to his fellow GOP :""Uh, guys? Could you please stop trashing vote by mail? We get votes that way too, you know? Quite a few actually. Hey, are you even listening?"" https://t.co/sOhwEWTXif"
@wallywallaby1 @Usaeagle5 @kramikami @createbar @IndigoSvn @MikeRom06737909 @_CommonSense7 @WatchMeBGreat @RealCandaceO @iamcardib New heights? Show me in this chart where Trump economy has broken through “new heights”. They’re average. https://t.co/IvhdpTXKrK
"Many experts say the onslaught of the disinformation efforts by Trump and his team in the late weeks of the campaign make the deception particularly difficult to combat, not to mention dangerous to the country’s democratic institutions. https://t.co/KnUkzCOucz"
"While Trump Was Golfing, His Campaign Attacked Joe Biden For Visiting Cemetery https://t.co/YA9KTWn5Fy via @Yahoo"
@realDonaldTrump Football should never be a political sport. Just another example of your ignorance and arrogance.
@JoanCha92148123 @TheLeoTerrell @NBA @realDonaldTrump @seanhannity @FoxNews You should get some facts.
"While Trump Was Golfing, His Campaign Attacked Joe Biden For Visiting Cemetery #SmartNews  https://t.co/Cxf1j2YlYH"
"@TrumpWarRoom GOD
    IS
      Backing
HIS / Our 
Commander - In - Chief
     Donald J Trump 
 First Lady .. 
        Melania Trump ..
GOD /Country / Trump's"
#BREAKING Kremlin lies as much as Trump. https://t.co/0hmFXVileN
"Oxford Uni Maths and Politics experts reckon Trump has about an 11-30% chance of winning, when its nearer 50%.  Scientists, who might be good at problem solving, have the same level of probability skills and risk assessment it seems. Ditch the face nappies and get back to work!"
"@RosannaDana3 @chase10048 @SeanParnellUSA @realDonaldTrump Trump is such a coastal elite. Out of touch, he can't even open doors"
@DonaldJTrumpJr @realDonaldTrump your Daddy
@GovMikeHuckabee @SarahHuckabee @realDonaldTrump Thank you Sarah! I appreciate you and our POTUS!
Antis give me trump supporter vibes😃
Donald Trump is the biggest bully of my life. Vote him out nov.3
@jshoreboston @hisgeorgelyness @KDORR_USA @JasonMillerinDC @realDonaldTrump @TheDemocrats @SenateDems @HouseDemocrats Name why you are voting for #DementiaJoe .. https://t.co/ldkuAqPKqK
When did Mexicans start loving donald trump he just tried to throw them back over wall a min ago..
Trump%20Suggests%20Using%20Extra%20%24300%20Billion%20for%20Individual%20Stimulus%20Payments https://t.co/MZxcU8rcCD
"Trump, under fire for alleged comments about veterans, has a long history of disparaging military service
By Michael Kranish

https://t.co/gqvZm4IwN0"
"Trump, under fire for alleged comments about veterans, has a long history of disparaging military service https://t.co/rnGXncvrsT"
"@GeorgeTakei @3SidecarsPlz The stupidity that comes out of @realDonaldTrump mouth boy he's on some powerful Acid talking about shadows in the dark well that only happens on shrooms, acid you know drugs"
@domsburner @gbothrey1 @HKrassenstein @realDonaldTrump You believe Q-Anon without one single video... LOSER!
@GOPChairwoman Honestly... would YOU trust Donald Trump in regards to science and medicine??
"You ""must"" accept repented Boko Haram fighters or they will go back to terrorism ----- presidency tells Nigerians 🤔😲🙄

@StateDept @white_mosco @WhiteHouse @UN @EUinNigeria @Amaka_Ekwo @7dressesuk @MaziNnamdiKanu @SusanMount45 @realDonaldTrump @MazimosesAgbo @JencaBenca https://t.co/3bE6s3hxQR"
@RexChapman This monkey is smarter than @realDonaldTrump #Trump2020 #trump
"@BostBostee @DianaGLCPA @realDonaldTrump Lol, Canada doesn’t want our trash and you can’t blame them."
@DamnSheame @edmeyer_able @mmpadellan @realDonaldTrump How special. You cant even read well
"@TheTweetOfJohn @UROCKlive1 Dissing the troops, stealing art.. Sounds like Trump."
@realDonaldTrump Dreamer. #WakeUp
@SarahHuckabee @realDonaldTrump Thank you
He is gaslighting us. Make him pay on November 3rd #BidenHarris2020 https://t.co/L281htQO3B
"@JoAnnPDX Joann, I'm so glad you are having this conversation on Twitter, and not at work! Your concept of totally dismantling the PPB is just as radical and terrifying as any Donald Trump comes up with. Crime happens! Violence happens! And we ask these men and women to deal with them."
"Trump, under fire for alleged comments about veterans, has a long history of disparaging military service - The Washington Post https://t.co/BuxdOOrowX"
"@realDonaldTrump Democrat party can’t win fair elections anymore, it’s why they want millions of new voters from South America and poverty into our country and weaken our schools 🏫 increases our debts"
@DonaldJTrumpJr @realDonaldTrump Dick Cheney fabricated the Irak war! Might want the learn your own country history if you want to be taken seriously.
"Brands don't need a message beyond their intrinsic qualities. Commodification of queer people and queer allies is the end goal of Biden/Trump style conservatism, and should be put to a flamethrower."
@ShakoDoggo @realDonaldTrump I love how the media is so anti Trump and Still he will beat Sleepy Joe Biden without there help. Go Team Trump
"@AshaRangappa_ They are like toddlers who believe they disappear if they close their eyes...
Woods and tritt believe if they block us, whatever trump says or did didn't happen"
@realDonaldTrump Aren’t you talking about yourself when you discuss all of the above? You should really stop lying Donald. Lying and cheating will only get you in prison.
"@DonaldJTrumpJr @realDonaldTrump Cadet Bone Spurs who called those who gave the ultimate sacrifice losers and suckers aka your daddy, does NOT give a crap about our military!"
@MichaelDeLauzon @realDonaldTrump @DanScavino @EricTrump @TeamTrump @TuckerCarlson @BreitbartNews @JackPosobiec @TimMurtaugh @RichardGrenell Well because of the obvious thing there doing .Bloomberg said the elderly have out lived there self .How do people think it spread .
@DearAuntCrabby @realDonaldTrump Including me!!!
@byaaroncdavis @AmyEGardner @jonswaine Another Trump accomplice to lock up.
"Victor Davis Hanson | Trump: No Better Friend, No Worse Enemy https://t.co/HvNBT5YcFM via @YouTube"
@marygalwey32 @jack_bryant24 @Flaniboss @willreinhardt @Grunt1976 @Alyssafarah @realDonaldTrump You want a Nuclear War? You have some gall. We weren’t at war with Iran in 2010. Who gave Iran a sweetheart deal? Obama and Biden. Yes it was there money but they never got congressional approval. Wake up lady. Our servicemen were dying under Obama/Biden.
@rcap086 @the_resistor @DonaldJTrumpJr @realDonaldTrump That has been debunked. All of it.
@RepVernonJones @DonaldJTrumpJr @realDonaldTrump @JoeBiden Harassment and bullying the defense?  Shame on you
@DonaldJTrumpJr @realDonaldTrump What about the 200k that easily could’ve been saved from Covid...
@RepVernonJones @DonaldJTrumpJr @realDonaldTrump @JoeBiden Done.
"@tranquiltide @DrewBiemer @odonnell_r @realDonaldTrump trust me, no one with brains thinks that."
@Holbornlolz Twitter is a publisher. Trump is right in wanting to remove its legal protections.
Trump Is Now Losing The Key Demographic That Made Him Win In 2016 https://t.co/8h8hoAAHiQ via @YouTube
"@ashleydempsey27 @PJK2175 @GaikwadAnkur @HKrassenstein @realDonaldTrump I’m sorry - please point me to a nation whose entire infrastructure was created by black slaves, who spent most of its history disenfranchising, 3/5thing, abusing and lynching those same people."
“Saving Spain”: President Trump are in tune with Spanish King Emeritus Juan Carlos. What's next?(with video) https://t.co/UE4YAgAMtM a través de @LaVozIberica https://t.co/klGC4KOztq
"@tribelaw You are so right ,Trump  is disgusting, he shits on the service. 
This president is the loser. Vote him out . Our veterans deserve respect."
Can members of the Trump cult be deprogrammed after the leader falls? Steven Hassan says yes https://t.co/A0Wp0u8Mw8
"➕🔱🇺🇲 Here's another lie. This hit piece was originally in Huff Post. The verbiage wasn't even @GOPLeader McCarthy's. @DNC continues their outlandish lies to interfere w our elections. Their evil is vast. @realDonaldTrump

https://t.co/NvfCh4Ymch"
"@TeresaSkaggs5 Wow. Thats amazing. Trump has done so much, you gotta make a list of lists of accomplishments. Divide them up by category. 

lol WINNING!!!!!!!!!!"
"new free leaked onlyfans only fans of:
sommer ray
Lele pons
Amanda cerny
Francesca
Charli d'ameilo
dixie d'amelio
lilhuddy
Logan paul
Harry styles
Shawn mendes
zoe laverne
bts
Kim Kardashian
The rock
Jake paul
Doja cat
Nicki minaj
James Charles
Trump
Biden
https://t.co/t0XYBtGxzB"
"@Daftarcom3 @KamalaHarris @JoeBiden 👎👎👎👎👎👎👎
America will lose you dummy
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸TRUMP 2020🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸👍👍👍👍👍👍"
@CherylAbernath1 Happy birthday. May 56 be celebrated with that POS Trump on trial. 🎂
"1) So why didn’t either Special Council Mueller or the FBI investigate the Trump-Russia connection? 

Perhaps because all roads leading to Russia required the vehicle to take them there which they couldn’t effectively get at. Trump’s taxes."
@realDonaldTrump That’s what a mini stroke sufferer says. https://t.co/EwiB7aRs6e
@petestrzok @leftcoastlarr They're going to invent a new Dewey classification. Anti-Trump books.
@realDonaldTrump do you get it now Donnie ?  #COVIDー19 https://t.co/gAp38fjXg2
President Trump has revealed the depths of his prejudice and hate in ways that beg the question of what four more years under his tenure would look like. And if we do not get out and vote we will have no one to blame but ourselves.
@acnewsitics tRump LIES in the shadow of Barack Obama’s greatness.
@realDonaldTrump Speaking of Hate the country HATES you. True.
The real news is @realDonaldTrump has spent almost 1 out  of every 4 days of his Presidency playing golf. Trump made a campaign promise that he would not be playing golf. This alone should be enough to not vote for a man who wastes his time playing games. https://t.co/3pzcaiKZU5
"@NBCNews @MalcolmNance In this crucial election we have to let those fears subside, but be vigilant as trump will do anything to maintain his power.

Need to act like Biden/Harris 20 points down; vote, Get out the Vote, Keep our eyes on the prize."
"@AnonShireGray @Tyaki @nomadicHammock @bstan3206 @ConservaMomUSA @SidneyPowell1 @realDonaldTrump Throughout this conversation you're jumping into, I've continued to question whether or not they're entirely within their rights, not asserting that they for certain aren't. I don't know whether or not they're on a public vs private street &amp; stated this many times."
"‘A downright dirty plan’: Trump admin quietly pulls funding for disinfecting N.Y. subways, schools https://t.co/USQu3ZOeiy"
@Joshua12545835 @CNN Everytime u look at Trump. U bare witness to sickness. U sick too!
"@215Juni It's a great article. Of course things will never be identical but what we have now is as close to Weimerian as we have ever gotten. With Trump, we always say he is not this and that today and then next year he is this and that and it's too late."
@realDonaldTrump Such a toddler. How pathetically sad.
"IDEALLY...
Republicans &amp; Democrats after Trump family buried in prison ad long gone...
 https://t.co/Sl4St1hCDQ"
"USPS Postmaster General Louis DeJoy gave bonuses to former employees who donated to GOP candidates, new report says https://t.co/6HNJy7sLWN The entire federal Government is corrupted by Trump! How low have people stooped to obey a looser!"
@TheAtlantic's Hit Job On Trump Follows The Left’s Propaganda Playbook #FakeNews  #EnemyOfThePeople https://t.co/vVlXfGZeIx
"Donald John use his cult resign to stealing more land.
He just Mob Conman know how to steal lands.

LOOK HIM UP

https://t.co/PGs8MYi58q"
"@aservais1 @bpolitics Trump should tour more foreign embassies? The Guggenheim wouldn't lend them a Van Gogh, of course"
@charlesTdale @MartinRemains I suspect this is how people who voted for their Republican Senator pre Trump feel. Good guy but suddenly...silence and compliance to Party.
"He is so clear. 95, vet, and ready to box Trump. https://t.co/RxnMXqqnSw"
@DanScavino @realDonaldTrump Well he hot footed it out of there love love love take them down MR T
"@FrancisBrennan You, like all Trump rump swabs, keep babbling bullshit."
"@clarkamas @KamalaHarris 2 households, huh? No wonder Trump said he loves the uneducated."
The biggest mistakes in American history.1 jorge w bush 2 war in somalia 3 war in Iraq 4 war in afghanistan 5 they kild Libyen PM Muammar al-Gaddafi 6 they elected Donald Trump 😡
"@askeamonn @MishoMoney @barua_ashish @PaulGambles2 @MsResJudicata @ParthapratimKh3 @ContextMatters4 @kevin_global @AsisAkb @vtchakarova @ProfSteveKeen @Mick_Peel @swati9107 IMO, personal qualities of a person do loom large on historical events; they are random. In the final analysis, it's the general conditions existing then (Hitler/Stalin); now (Trump/Putin) dictated by contradictions in productive forces and social relations"
@lolandgiggles @realDonaldTrump You must enjoy making up stuff
@odonnell_r @saneplanet @realDonaldTrump Vote democrat this is biden supporters! Imagine if this was Trump supporters it would be on CNN MSNBC 24/7! Remember when coverington catholic boys wore MAGA hat n they were accused of being hateful n  democrat call to BAN MAGA HAT? Don’t remember we’ll I DO REMEMBER!!!!!!!!!!
"@MichelleAnnSoc @realTomCotter @realDonaldTrump Except when we are talking about government 'business' spending public money of course. No honest incentives there, and it's why government employment is rife with far more discrimination than the private sector."
@JackPosobiec 4 more Trump years.
@GeorgeTakei He is talking to the Qanon probably the dark shadows is the deep state. This people really believe this. Trump is dangerous. To many people on this cult because they are targeting religious people for a decade thru YouTube.
"Thank you @realDonaldTrump for making us all independent thinkers, teach us how to troll &amp; thrive no matter what obstacle. A true #Patriots. I salute you Sir!!! 🇺🇸🦅
#MAGA #KAG #KAG2020 #TrumpPence2020"
@realDonaldTrump This perfectly describes every Trump (Adolph) ad I see.  So tired of Trump lies.
"What the hell is going on here👇👇👇

ASPI is an arm of The Australian Government .

Can’t believe they are criticising DONALD TRUMP.

WHAT A DISGRACE https://t.co/EcxtNIWGIc"
"And just for the record, @realDonaldTrump is not a racist. Just take a look at his cabinet, his close friends, the man gave iron Mike a platform to rebuild his career &amp; motivation. Even his wife is a immigration. He's of German decent..."
@SebGorka @JeffreyGoldberg @realDonaldTrump Nothing to see here. Just another criminal Trump synchophant fleecing the MAGA crowd for a quick buck. Are you still a fugitive? I’m losing track of all the criminals from this administration.
Trump hit with devastating barrage as Michael Cohen and Bob Woodward books near publish dates https://t.co/Gu3I1X9PFj
No but CDC I bet has lied about how many deaths we had for the demarats to make it look badfoe Trump https://t.co/kHflGpZM76
@WSJ Still voting Trump
"#Trump may lie, like any other living human being, but when compared to the #Democrats... If someone is constantly being accused of, investigated, demonized for allegations w/evidence zero to none(despite being tampered)..."
@JackPosobiec Trump election win.
@Macsmart31 @thechrisbarron @PGAddison1 We are further. These Trump caravans are Krystalnachts.
"@FrancisBrennan “Died fighting ISIS under TRUMPS orders.” 

Trump only praises people that die under HIS because he doesn’t consider their sacrifice as ‘dying for their country’, instead he sees it as ‘them dying for HIM!’

He still thinks fallen veterans under other presidents are losers."
'Simpsons' Star Harry Shearer Would Love Trump's Disapproval on Spoof Album https://t.co/k7aQMDkI5c
@CoryBooker He's not running it! He's purposely running it into the ground to help trump.
"@Beg1Girl Says who??? If u mean social media, may be true because they make most Trump positive news and conversations vanish..."
@BGOnTheScene Another vote for Trump!
Great opinion piece by @Freedland. The danger is now clear: Trump is destroying democracy in broad daylight https://t.co/1DSyHltkbh @guardian
@mootsie4 @ChancesRItsTrue @glamelegance @ProjectLincoln @realDonaldTrump I trump. Yeah!
"@SteveBr50170582 @trichner @TomJChicago Well, to be fair, it used to be pretty bad when his hair plugs were real obvious. But unlike Trump, that was just a phase. #RidinWithBiden"
@JuliansRum 2024 ticket is Trump Jr/ Noem
"Vote in person if you can to stop Trump trying to claim the night as a victory during which he will try to impede mail in votes from being counted. 
2020 sucks. This doesn't help, but it's nearly all over. Mask up, pack food and seats and get out and vote.
#kamalaharis #Democrat https://t.co/sXY3nENy8d"
"@NPR As a USN loser &amp; sucker, who supports equal rights for blacks (terrorist) and women (communist) who does not believe Trump's buddy Putin like he does, who supports the USPS (socialist org), and would never use SS troops on US citizens.., I share his concerns."
"@NIAbbot Love how many folk think he's a real Trump supporter, as it shows what folk think of real Trump supporters😂"
"to @kamala_harris Israeli intervention in US elections ‘vastly overwhelms' anything Russia has done, Noam Chomsky. https://t.co/CQbtsdeBEa
For @BBCWorld @DominicRaab @senschumer @AdamSchiff @TheOliverStone @ft @wsj @haaretzcom 
@AIPAC @Keir_Starmer @carolecadwalla @guardian https://t.co/KRt2jeW2xS"
@Empressmish13 @blenders82 @w_terrence @realDonaldTrump This is how I feel... https://t.co/G8iMemK6KR
"There is no health care plan, trump lied. https://t.co/agvzXb8pOX"
@TimKalyegira How dare u rank the godfather of @realDonaldTrump 10. I hope u repent
"@NomadsWife6973 @denisewu @SarahHuckabee @realDonaldTrump The only good thing Trump’s presidency has produced is that he’s exposed Evangelicals and Fundamentals for the hypocrites they are. Admiring a thrice married, money worshipping adulterer who hangs around with porn stars"
"OMG, SAY WHAT???? FOX WANTED DIAMOND AND SILK TO TURN ON TRUMP??? OH, SEE, I WAS RIGHT! @FOXNEWS IS FINISHED AS WE KNEW IT!! You can best believe Paul Ryan had everything to do with this. FOX, YOU'RE GOING DOWN!! AND ONLY 150k? That's pocket change, and an insult to D&amp;S! @POTUS https://t.co/9BNuYm5Jvv"
"Long before Trump and Obama, the division started in Congress. This Labor Day, every American should demand their congressmen and congresswomen start working together to repair the divisions we find ourselves in. ESP you two @senatemajldr @SpeakerPelosi"
"@IAmANastyWoman2 @MartonyoC @RealCandaceO Yes, it does say a lot. There are tons and tons of Trump supporters. Look at his rallies. So if most of those people buy her book, she will be rich. 
You didn’t think that through."
@CNNisALie @PoliticMinotaur @michaelharriot @realDonaldTrump The comparison is absolutely deranged. Get some help.
@Iron_Spike Its almost as if this was never going to work and the project exists exclusively to hand contractors Trump likes money
@RealJamesWoods @Travistritt When was the #thelasttime you guys were #relevant ? #questions #answers ... oh that’s right .... stick to movies and music ... stand for something instead of #fallingforanything @realDonaldTrump
Trump dodges question over whether any past partners had abortions | Donald Trump | The Guardian ⁦@realDonaldTrump⁩ just like those tax returns https://t.co/XEw22rLWw7
@realDonaldTrump The stock market is not the economy and our economy is not doing well. It is as sick as the people in it.
yo fuck u @realDonaldTrump
@509ShawnG @realDonaldTrump I believe a man with character doesn’t send billions to a terror regime. Bases a war in Iraq on unconfirmed info. Doesn’t threat Ukraine to with hold 1.5 billion of aid. Doesn’t do anything when Russia entered Ukraine. The list goes on.
"@SilverSummerSun @UnsatiatedBlood @RealCandaceO @iamcardib Candace is a fraud, known liar. Anyone supporting her or trump needs urgent mental health care. Sadly,  this nation has major mental illness issues. #CandaceIsMental #BidenForPresident #MentalHealthMatters #MentalHealthMonday  #BlackLivesMatter #Mentalhealth #mentalillness"
"My account is so anti-Trump, it is hard to know whether there is a genuine shift away from #Trump supporters or just wishful tweets from those of us who think Trump is a moron. Fingers crossed his election fraud activities fail."
ok so there’s a girl i used to know who commented sum kinda bitchy on my tiktok but then i went to her acc n saw that she had a trump flag n said the r slur so that makes sense✨
"President Trump mocks Joe Biden for wearing a mask: ""Did you ever see a man that likes a mask as much as him?"" https://t.co/ENbKLo8KJV https://t.co/TthREVXCBJ"
"@StonecoldSC864 @magzz72 @HKrassenstein @JenGriffinFNC Well your not too bright. The picture represents how much Trump loves Russia. Kind of like how much you love trump, but I couldn’t find a pic of you tasting a little cheeto....if you know what I mean."
"@HatWolffy @mmpadellan @realDonaldTrump He totally saved the jobs of  189,000 no wait he didn’t."
Yo....where did the Gucci glasses go🤭Eso les pasa a los estupidos who support trump con el nopal en la frente and wish for people to get sexually assaulted https://t.co/roQ7x1tn3t
@CathyMAGA1 @Rock113Hard @Armando06068113 @oggihoney @JenGriffinFNC @JeffreyGoldberg I just found the Tweet Kathy. Do I need to post it to show others that you're infected with the Trump virus that causes people to lie each time they take a breath?
So where was Trump? Didint he used Wikileaks against Hillary? https://t.co/MAJ1MoWxjc
The FTSE250 is beign affected by trump tweets..
"@RudyGiuliani And yet not a single indictment for Biden or Obama!

Why is Trump so #WeakOnCrime or is there actually #NoCrime just #TrumpLies ?!?!?"
Americans are disgusted with the #twotieredjustice system @POTUS @realDonaldTrump @VP @GOP @TheJusticeDept https://t.co/5UGlmC8N3e
@realDonaldTrump So where did you dig up or digitally create this video you corrupt POS?
@BlockChain187 @kindnessalone @HollywoodLife You’ve spoken to all of the active military then?? Ridiculous broad sweeping statements are used by you people too often.  Trump will walk the election leaving you bitter anarchists crying on one knee yet again😁
"@purduewilly @EgbertExpert @cspanwj You'd have to prove that Trump ""earned a billion dollars"" Johnny. That is he didn't steal it, didn't inherit it (by stealing it from his siblings) and of course didn't lose it (he actually did lose a good chunk of that).  Today would be a good day for Trump to release his taxes."
"The White House is targeting training on critical race theory and white privilege, calling them 'anti-American'.

https://t.co/LMIGoutHnD"
"Ex-Trump Press Secretary Sarah Sanders Calls 'Losers' Claim 'Malicious Lies' https://t.co/h5Wa5ygENm 
.
well, hell ... if Feedbag Sanders says it's all lies, then this is all about nothing ... I mean, it ain't like SHE lies ... oh, wait"
